x: xxxxxxxxxx, y: xxxxxxxxxx
x: 0110111101, y: 0011001000
x: 0110111101, y: 0011001000
x: 0110111101, y: 0011001000
x: 0110111101, y: 0011001000
x: 0110111101, y: 0011001000
x: 0110111101, y: 0011001000
x: 0110111101, y: 0011001000
x: 0110111101, y: 0011001000
x: 0110111101, y: 0011001000
x: 0110111101, y: 0011001000
x: 0110111101, y: 0011001000
x: 0110111101, y: 0011001000
x: 0110111101, y: 0011001000
x: 0110111101, y: 0011001000
x: 0110111101, y: 0011001000
x: 0110111101, y: 0011001000
x: 0110111101, y: 0011001000
x: 0110111101, y: 0011001000
x: 0110111101, y: 0011001000
x: 0110111101, y: 0011001000
x: 0110111101, y: 0011001000
x: 0110111101, y: 0011001000
x: 0110111101, y: 0011001000
x: 0110111101, y: 0011001000
x: 0110111101, y: 0011001000
x: 0110111101, y: 0011001000
x: 0110111101, y: 0011001000
x: 0110111101, y: 0011001000
x: 0110111101, y: 0011001000
x: 0110111101, y: 0011001000
x: 0110111101, y: 0011001000
x: 0110111101, y: 0011001000
x: 0110111101, y: 0011001000
x: 0110111101, y: 0011001000
x: 0110111101, y: 0011001000
x: 0110111101, y: 0011001000
x: 0110111101, y: 0011001000
x: 0110111101, y: 0011001000
x: 0110111101, y: 0011001000
x: 0110111101, y: 0011001000
x: 0110111101, y: 0011001000
x: 0110111101, y: 0011001000
x: 0110111101, y: 0011001000
x: 0110111101, y: 0011001000
x: 0110111101, y: 0011001000
x: 0110111101, y: 0011001000
x: 0110111101, y: 0011001000
x: 0110111101, y: 0011001000
x: 0110111101, y: 0011001000
x: 0110111101, y: 0011001000
x: 0110111101, y: 0011001000
x: 0110111101, y: 0011001000
x: 0110111101, y: 0011001000
x: 0110111101, y: 0011001000
x: 0110111101, y: 0011001000
x: 0110111101, y: 0011001000
x: 0110111101, y: 0011001000
x: 0110111101, y: 0011001000
x: 0110111101, y: 0011001000
x: 0110111101, y: 0011001000
x: 0110111101, y: 0011001000
x: 0110111101, y: 0011001000
x: 0110111101, y: 0011001000
x: 0110111101, y: 0011001000
x: 0110111101, y: 0011001000
x: 0110111101, y: 0011001000
x: 0110111101, y: 0011001000
x: 0110111101, y: 0011001000
x: 0110111101, y: 0011001000
x: 0110111101, y: 0011001000
x: 0110111101, y: 0011001000
x: 0110111101, y: 0011001000
x: 0110111101, y: 0011001000
x: 0110111101, y: 0011001000
x: 0110111101, y: 0011001000
x: 0110111101, y: 0011001000
x: 0110111101, y: 0011001000
x: 0110111101, y: 0011001000
x: 0110111101, y: 0011001000
x: 0110111101, y: 0011001000
x: 0110111101, y: 0011001000
x: 0110111101, y: 0011001000
x: 0110111101, y: 0011001000
x: 0110111101, y: 0011001000
x: 0110111101, y: 0011001000
x: 0110111101, y: 0011001000
x: 0110111101, y: 0011001000
x: 0110111101, y: 0011001000
x: 0110111101, y: 0011001000
x: 0110111101, y: 0011001000
x: 0110111101, y: 0011001000
x: 0110111101, y: 0011001000
x: 0110111101, y: 0011001000
x: 0110111101, y: 0011001000
x: 0110111101, y: 0011001000
x: 0110111101, y: 0011001000
x: 0110111101, y: 0011001000
x: 0110111101, y: 0011001000
x: 0110111101, y: 0011001000
x: 0110111101, y: 0011001000
x: 0110111101, y: 0011001000
x: 0110111101, y: 0011001000
x: 0110111101, y: 0011001000
x: 0110111101, y: 0011001000
x: 0110111101, y: 0011001000
x: 0110111101, y: 0011001000
x: 0110111101, y: 0011001000
x: 0110111101, y: 0011001000
x: 0110111101, y: 0011001000
x: 0110111101, y: 0011001000
x: 0110111101, y: 0011001000
x: 0110111101, y: 0011001000
x: 0110111101, y: 0011001000
x: 0110111101, y: 0011001000
x: 0110111101, y: 0011001000
x: 0110111101, y: 0011001000
x: 0110111101, y: 0011001000
x: 0110111101, y: 0011001000
x: 0110111101, y: 0011001000
x: 0110111101, y: 0011001000
x: 0110111101, y: 0011001000
x: 0110111101, y: 0011001000
x: 0110111101, y: 0011001000
x: 0110111101, y: 0011001000
x: 0110111101, y: 0011001000
x: 0110111101, y: 0011001000
x: 0110111101, y: 0011001000
x: 0110111101, y: 0011001000
x: 0110111101, y: 0011001000
